tab 	pmag_specimens
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_method_codes	measurement_step_max	measurement_step_min	measurement_step_unit	specimen_correction	specimen_dec	specimen_inc	specimen_mad	specimen_n	specimen_tilt_correction
This study	Simpson Island	SI4-4.6	SI4(0.0 to 13.8)	SI4-4.6a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.02	T		121.1	-73.3	0.3	8	100
This study	Simpson Island	SI4-40.15	SI4(39.7 to 44.7)	SI4-40.15a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.02	T		144.6	-79.6	0.3	10	100
This study	Simpson Island	SI4-40.2	SI4(39.7 to 44.7)	SI4-40.2a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.03	T		144.7	-68.9	0.9	8	100
This study	Simpson Island	SI4-40.3	SI4(39.7 to 44.7)	SI4-40.3a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.02	T		163.1	-80.9	0.6	10	100
This study	Simpson Island	SI4-40.5	SI4(39.7 to 44.7)	SI4-40.5a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.02	T		141.0	-69.6	1	10	100
This study	Simpson Island	SI4-40.8	SI4(39.7 to 44.7)	SI4-40.8a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.02	T		140.0	-76	0.8	8	100
This study	Simpson Island	SI4-41.0	SI4(39.7 to 44.7)	SI4-41.0a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.02	T		137.1	-67.7	0.8	10	100
This study	Simpson Island	SI4-6.4	SI4(0.0 to 13.8)	SI4-6.4a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.02	T		107.6	-70.8	0.3	8	100
This study	Simpson Island	SI4-73.65	SI4(72.3 to 74.6)	SI4-73.65a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.14	0.08	T		140.8	-72	0.4	5	100
This study	Simpson Island	SI4-73.66	SI4(72.3 to 74.6)	SI4-73.66a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.17	0.07	T		141.2	-72.4	0.6	7	100
This study	Simpson Island	SI4-73.70	SI4(72.3 to 74.6)	SI4-73.70a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.12	0.03	T		148.1	-75.1	0.4	9	100
This study	Simpson Island	SI4-73.90	SI4(72.3 to 74.6)	SI4-73.90a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.12	0.03	T		300.0	-84	2	9	100
This study	Simpson Island	SI4-74.00	SI4(72.3 to 74.6)	SI4-74.00a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.12	0.03	T		159.7	-55.6	1.9	9	100
This study	Simpson Island	SI4-74.20	SI4(72.3 to 74.6)	SI4-74.20a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.12	0.03	T		124.1	-73	2.2	9	100
This study	Simpson Island	SI4-74.39	SI4(72.3 to 74.6)	SI4-74.39a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.12	0.03	T		119.2	-72.7	0.6	9	100
This study	Simpson Island	SI4-74.41	SI4(72.3 to 74.6)	SI4-74.41a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.09	0.02	T		124.4	-69.1	0.7	9	100
This study	Simpson Island	SI4-75.20	SI4(74.6 to 80.0)	SI4-75.20a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.03	T		127.1	-66.8	1.3	8	100
This study	Simpson Island	SI4-75.30	SI4(74.6 to 80.0)	SI4-75.30a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.02	T		129.7	-63	1.1	8	100
This study	Simpson Island	SI4-75.35	SI4(74.6 to 80.0)	SI4-75.35a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.09	0.025	T		93.0	-60.6	0.9	8	100
This study	Simpson Island	SI4-75.45	SI4(74.6 to 80.0)	SI4-75.45a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.09	0.025	T		130.5	-65.1	1.2	8	100
This study	Simpson Island	SI4-75.60	SI4(74.6 to 80.0)	SI4-75.60a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.09	0.025	T		133.5	-64.1	0.8	8	100
This study	Simpson Island	SI4-75.70	SI4(74.6 to 80.0)	SI4-75.70a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.09	0.025	T		136.0	-63.4	0.7	8	100
This study	Simpson Island	SI4-76.00	SI4(74.6 to 80.0)	SI4-76.00a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.09	0.025	T		131.3	-67.4	0.7	8	100
This study	Simpson Island	SI4-82.00	SI4(80.2 to 100.7)	SI4-82.00a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.02	T		137.6	-58.2	0.5	10	100
This study	Simpson Island	SI4-82.60	SI4(80.2 to 100.7)	SI4-82.60a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.01	T		115.0	-63.1	0.9	10	100
This study	Simpson Island	SI4-82.61	SI4(80.2 to 100.7)	SI4-82.61a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.01	T		112.5	-64.2	0.9	10	100
This study	Simpson Island	SI4-82.90	SI4(80.2 to 100.7)	SI4-82.90a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.02	T		113.0	-67.7	0.3	10	100
This study	Simpson Island	SI4-85.20	SI4(80.2 to 100.7)	SI4-85.20a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.01	T		108.3	-74.8	0.4	10	100
This study	Simpson Island	SI4-86.70	SI4(80.2 to 100.7)	SI4-86.70a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.12	0.03	T		117.7	-58.8	0.7	9	100
This study	Simpson Island	SI4-86.75	SI4(80.2 to 100.7)	SI4-86.75a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.07	0.02	T		119.9	-61.9	0.7	7	100
This study	Simpson Island	SI4-86.85	SI4(80.2 to 100.7)	SI4-86.85a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.03	T		126.7	-67.9	0.7	8	100
This study	Simpson Island	SI5a-1.40	SI5a(0.0 to 9.0)	SI5a-1.40a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.02	T		109.2	-57.9	0.3	8	100
This study	Simpson Island	SI5a-1.60	SI5a(0.0 to 9.0)	SI5a-1.60a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.07	0.015	T		112.4	-60.1	0.5	8	100
This study	Simpson Island	SI5a-2.1	SI5a(0.0 to 9.0)	SI5a-2.1-D	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.015	T		110.6	-59.1	0.3	8	100
This study	Simpson Island	SI5a-2.3	SI5a(0.0 to 9.0)	SI5a-2.3-D	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.015	T		119.8	-61.2	0.3	8	100
This study	Simpson Island	SI5a-2.60	SI5a(0.0 to 9.0)	SI5a-2.60a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.02	T		111.6	-58.8	0.4	10	100
This study	Simpson Island	SI5a-3.00	SI5a(0.0 to 9.0)	SI5a-3.00a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.02	T		113.3	-52.8	0.3	10	100
This study	Simpson Island	SI5a-5.00	SI5a(0.0 to 9.0)	SI5a-5.00a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.02	T		116.5	-53.4	0.1	10	100
This study	Simpson Island	SI5a-6.93	SI5a(0.0 to 9.0)	SI5a-6.93-D	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.015	T		109.3	-45.9	0.6	8	100
This study	Simpson Island	SI5a-6.99	SI5a(0.0 to 9.0)	SI5a-6.99-D	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.015	T		112.6	-49.1	0.5	8	100
This study	Simpson Island	SI5a-7.0	SI5a(0.0 to 9.0)	SI5a-7.0-D	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.015	T		115.6	-47.8	1.2	8	100
This study	Simpson Island	SI5a-7.25	SI5a(0.0 to 9.0)	SI5a-7.25-D	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.04	0.01	T		111.4	-40.8	1.3	7	100
This study	Simpson Island	SI5a-7.30	SI5a(0.0 to 9.0)	SI5a-7.30a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.05	0.01	T		112.4	-42.8	1.2	7	100
This study	Simpson Island	SI5b-116.6	SI5b(115.0 to 120.2)	SI5b-116.6-D	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.05	0.015	T		111.4	-56.6	0.7	7	100
This study	Simpson Island	SI5b-116.90	SI5b(115.0 to 120.2)	SI5b-116.90a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.05	0.015	T		112.8	-56.1	0.6	6	100
This study	Simpson Island	SI5b-117.0	SI5b(115.0 to 120.2)	SI5b-117.0-D	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.04	0.015	T		116.3	-55.4	0.7	6	100
This study	Simpson Island	SI5b-117.05	SI5b(115.0 to 120.2)	SI5b-117.05a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.05	0.015	T		113.8	-52	0.8	6	100
This study	Simpson Island	SI5b-117.1	SI5b(115.0 to 120.2)	SI5b-117.1-D	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.05	0.015	T		115.3	-52.2	0.8	7	100
This study	Simpson Island	SI5b-117.15	SI5b(115.0 to 120.2)	SI5b-117.15-D	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.05	0.015	T		118.6	-61.7	0.5	7	100
This study	Simpson Island	SI5b-117.4	SI5b(115.0 to 120.2)	SI5b-117.4-D	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.05	0.015	T		108.0	-58.2	0.6	7	100
This study	Simpson Island	SI5b-117.90	SI5b(115.0 to 120.2)	SI5b-117.90a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.02	T		117.4	-56.6	0.6	8	100
This study	Simpson Island	SI5b-118.25	SI5b(115.0 to 120.2)	SI5b-118.25-D	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.025	T		119.0	-54.8	0.9	6	100
This study	Simpson Island	SI5b-13.6	SI5b(3.2 to 30.7)	SI5b-13.6-D	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.025	T		122.7	-60.8	0.6	8	100
This study	Simpson Island	SI5b-133.3	SI5b(132.4 to 171.9)	SI5b-133.3-D	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.02	T		103.0	-55.3	0.7	7	100
This study	Simpson Island	SI5b-133.4	SI5b(132.4 to 171.9)	SI5b-133.4-D	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.02	T		104.7	-54	0.5	7	100
This study	Simpson Island	SI5b-14.4	SI5b(3.2 to 30.7)	SI5b-14.4-D	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.025	T		110.8	-56.8	0.5	8	100
This study	Simpson Island	SI5b-14.7	SI5b(3.2 to 30.7)	SI5b-14.7-D	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.025	T		113.1	-54.1	0.7	8	100
This study	Simpson Island	SI5b-146.00	SI5b(132.4 to 171.9)	SI5b-146.00a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.02	T		161.3	-72.9	0.1	6	100
This study	Simpson Island	SI5b-146.3	SI5b(132.4 to 171.9)	SI5b-146.3-D	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.02	T		106.5	-68.7	0.3	7	100
This study	Simpson Island	SI5b-146.5	SI5b(132.4 to 171.9)	SI5b-146.5-D	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.02	T		106.2	-63.3	0.3	7	100
This study	Simpson Island	SI5b-15.0	SI5b(3.2 to 30.7)	SI5b-15.0-D	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.12	0.03	T		103.7	-51.8	0.3	8	100
This study	Simpson Island	SI5b-15.5	SI5b(3.2 to 30.7)	SI5b-15.5-D	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.12	0.03	T		111.7	-58.5	0.2	8	100
This study	Simpson Island	SI5b-159.7	SI5b(132.4 to 171.9)	SI5b-159.7-D	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.02	T		99.0	-61.8	0.3	7	100
This study	Simpson Island	SI5b-159.9	SI5b(132.4 to 171.9)	SI5b-159.9-D	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.02	T		114.4	-59.6	0.4	7	100
This study	Simpson Island	SI5b-16.2	SI5b(3.2 to 30.7)	SI5b-16.2-D	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.12	0.03	T		111.5	-60	0.4	8	100
This study	Simpson Island	SI5b-160.00	SI5b(132.4 to 171.9)	SI5b-160.00a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.02	T		90.3	-62.2	0.2	6	100
This study	Simpson Island	SI5b-184.2	SI5b(183.4 to 188.7)	SI5b-184.2-D	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.035	T		284.9	59.1	1.7	6	100
This study	Simpson Island	SI5b-184.3	SI5b(183.4 to 188.7)	SI5b-184.3-D	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.015	T		116.1	-62.2	0.6	8	100
This study	Simpson Island	SI5b-184.5	SI5b(183.4 to 188.7)	SI5b-184.5-D	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.015	T		118.7	-62.9	0.7	8	100
This study	Simpson Island	SI5b-185.7	SI5b(183.4 to 188.7)	SI5b-185.7-D	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.015	T		107.0	-56.9	0.4	8	100
This study	Simpson Island	SI5b-186.2	SI5b(183.4 to 188.7)	SI5b-186.2-D	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.02	T		121.8	-62.3	0.3	7	100
This study	Simpson Island	SI5b-186.5	SI5b(183.4 to 188.7)	SI5b-186.5-D	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.05	0.015	T		117.9	-60.3	0.7	7	100
This study	Simpson Island	SI5b-198.3	SI5b(197.5 to 216.7)	SI5b-198.3-D	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.03	T		101.1	-67.8	0.4	7	100
This study	Simpson Island	SI5b-198.6	SI5b(197.5 to 216.7)	SI5b-198.6-D	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.145	0.04	T		74.1	-75.4	0.7	7	100
This study	Simpson Island	SI5b-198.8	SI5b(197.5 to 216.7)	SI5b-198.8-D	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.03	T		108.8	-70.9	0.7	7	100
This study	Simpson Island	SI5b-212.4	SI5b(197.5 to 216.7)	SI5b-212.4-D	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.02	T		100.6	-65	0.5	8	100
This study	Simpson Island	SI5b-214.0	SI5b(197.5 to 216.7)	SI5b-214.0-D	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.02	T		97.2	-70.8	0.4	8	100
This study	Simpson Island	SI5b-214.2	SI5b(197.5 to 216.7)	SI5b-214.2-D	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.02	T		102.9	-68.3	0.3	8	100
This study	Simpson Island	SI5b-57.6	SI5b(57.2 to 63.3)	SI5b-57.6-D	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.02	T		100.6	-47.5	0.9	7	100
This study	Simpson Island	SI5b-57.65	SI5b(57.2 to 63.3)	SI5b-57.65-D	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.02	T		98.3	-44.1	0.6	7	100
This study	Simpson Island	SI5b-57.7	SI5b(57.2 to 63.3)	SI5b-57.7-D	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.02	T		95.7	-34.9	1.2	7	100
This study	Simpson Island	SI5b-58.0	SI5b(57.2 to 63.3)	SI5b-58.0-D	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.02	T		98.6	-49.2	0.8	7	100
This study	Simpson Island	SI5b-58.05	SI5b(57.2 to 63.3)	SI5b-58.05-D	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.02	T		101.1	-45	0.9	7	100
This study	Simpson Island	SI5b-58.7	SI5b(57.2 to 63.3)	SI5b-58.7-D	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.02	T		94.2	-34.2	0.8	7	100
This study	Simpson Island	SI5b-65.1	SI5b(64.6 to 70.4)	SI5b-65.1-D	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.03	T		96.5	-54.2	0.5	7	100
This study	Simpson Island	SI5b-65.2	SI5b(64.6 to 70.4)	SI5b-65.2-D	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.03	T		97.2	-53.7	0.3	7	100
This study	Simpson Island	SI5b-65.4	SI5b(64.6 to 70.4)	SI5b-65.4-D	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.03	T		92.7	-45.5	0.3	7	100
This study	Simpson Island	SI5b-68.35	SI5b(64.6 to 70.4)	SI5b-68.35-D	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.03	T		96.2	-49.7	0.4	7	100
This study	Simpson Island	SI5b-68.4	SI5b(64.6 to 70.4)	SI5b-68.4-D	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.03	T		282.1	-26.9	1	7	100
This study	Simpson Island	SI5b-68.45	SI5b(64.6 to 70.4)	SI5b-68.45-D	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.03	T		113.2	-47.6	0.6	7	100
This study	Simpson Island	SI5b-74.0	SI5b(72.6 to 79.0)	SI5b-74.0-D	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.02	T		94.9	-53.5	0.4	8	100
This study	Simpson Island	SI5b-74.25	SI5b(72.6 to 79.0)	SI5b-74.25-D	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.025	T		99.5	-51	0.5	7	100
This study	Simpson Island	SI5b-74.3	SI5b(72.6 to 79.0)	SI5b-74.3-D	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.02	T		96.1	-51.3	1	7	100
This study	Simpson Island	SI5b-75.4	SI5b(72.6 to 79.0)	SI5b-75.4-D	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.05	0.015	T		98.6	-50.1	0.8	7	100
This study	Simpson Island	SI5b-76.0	SI5b(72.6 to 79.0)	SI5b-76.0-D	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.02	T		100.8	-46.7	0.7	7	100
This study	Simpson Island	SI5b-76.2	SI5b(72.6 to 79.0)	SI5b-76.2-D	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.02	T		92.3	-43.6	0.6	7	100
This study	Simpson Island	SI6-0.70	SI6(0.0 to 3.0)	SI6-0.70a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.09	0.015	T		98.5	-59.1	0.6	10	100
This study	Simpson Island	SI6-0.80	SI6(0.0 to 3.0)	SI6-0.80a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.01	T		112.6	-67.9	0.5	12	100
This study	Simpson Island	SI6-1.40	SI6(0.0 to 3.0)	SI6-1.40a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.015	T		116.3	-63	0.5	11	100
This study	Simpson Island	SI6-123.90	SI6(122.3 to 127.6)	SI6-123.90a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.015	T		106.2	-79.9	0.2	11	100
This study	Simpson Island	SI6-124.00	SI6(122.3 to 127.6)	SI6-124.00a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.015	T		114.5	-79.4	0.3	11	100
This study	Simpson Island	SI6-125.30	SI6(122.3 to 127.6)	SI6-125.30a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.04	0.008	T		99.4	-73.9	1.6	7	100
This study	Simpson Island	SI6-125.80	SI6(122.3 to 127.6)	SI6-125.80a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.008	T		122.5	-85.4	0.4	13	100
This study	Simpson Island	SI6-125.90	SI6(122.3 to 127.6)	SI6-125.90a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.01	T		81.1	-82.4	0.4	12	100
This study	Simpson Island	SI6-126.00	SI6(122.3 to 127.6)	SI6-126.00a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.015	T		35.3	-73.8	0.3	11	100
This study	Simpson Island	SI6-126.20	SI6(122.3 to 127.6)	SI6-126.20a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.015	T		55.5	-70.7	0.1	11	100
This study	Simpson Island	SI6-13.35	SI6(12.0 to 28.4)	SI6-13.35a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.01	T		77.4	-59.7	0.9	12	100
This study	Simpson Island	SI6-13.36	SI6(12.0 to 28.4)	SI6-13.36a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.01	T		77.9	-64.4	0.5	12	100
This study	Simpson Island	SI6-13.45	SI6(12.0 to 28.4)	SI6-13.45a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.008	T		77.7	-68.2	0.4	13	100
This study	Simpson Island	SI6-13.50	SI6(12.0 to 28.4)	SI6-13.50a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.008	T		80.1	-62.7	0.4	13	100
This study	Simpson Island	SI6-14.20	SI6(12.0 to 28.4)	SI6-14.20a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.09	0.008	T		79.4	-63.2	0.4	12	100
This study	Simpson Island	SI6-14.40	SI6(12.0 to 28.4)	SI6-14.40a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.008	T		83.1	-59.1	0.4	13	100
This study	Simpson Island	SI6-14.45	SI6(12.0 to 28.4)	SI6-14.45a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.008	T		80.6	-64	0.4	13	100
This study	Simpson Island	SI6-15.00	SI6(12.0 to 28.4)	SI6-15.00a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.008	T		69.5	-62.5	0.4	13	100
This study	Simpson Island	SI6-181.60	SI6(180.6 to 188.8)	SI6-181.60a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.008	T		68.6	-40.2	0.3	13	100
This study	Simpson Island	SI6-181.75	SI6(180.6 to 188.8)	SI6-181.75a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.008	T		74.8	-53.4	0.3	13	100
This study	Simpson Island	SI6-182.20	SI6(180.6 to 188.8)	SI6-182.20a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.005	T		80.5	-54.5	0.5	14	100
This study	Simpson Island	SI6-182.30	SI6(180.6 to 188.8)	SI6-182.30a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.005	T		80.1	-50.7	0.5	14	100
This study	Simpson Island	SI6-182.40	SI6(180.6 to 188.8)	SI6-182.40a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.01	T		78.8	-53.8	0.6	12	100
This study	Simpson Island	SI6-182.50	SI6(180.6 to 188.8)	SI6-182.50a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.008	T		82.1	-57.4	0.7	13	100
This study	Simpson Island	SI6-183.00	SI6(180.6 to 188.8)	SI6-183.00a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.015	T		70.8	-57.9	1	11	100
This study	Simpson Island	SI6-183.10	SI6(180.6 to 188.8)	SI6-183.10a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.015	T		67.7	-57.6	0.9	11	100
This study	Simpson Island	SI6-2.20	SI6(0.0 to 3.0)	SI6-2.20a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.02	T		105.2	-60.7	1.7	10	100
This study	Simpson Island	SI6-2.40	SI6(0.0 to 3.0)	SI6-2.40a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.02	T		85.1	-63.5	1.4	10	100
This study	Simpson Island	SI6-208.60	SI6(208.4 to 219.9)	SI6-208.60a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.025	T		103.0	-45.1	11.7	6	100
This study	Simpson Island	SI6-209.00	SI6(208.4 to 219.9)	SI6-209.00a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.025	T		104.2	-50.8	2.7	9	100
This study	Simpson Island	SI6-209.10	SI6(208.4 to 219.9)	SI6-209.10a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.03	T		93.3	-49.5	2.1	8	100
This study	Simpson Island	SI6-209.40	SI6(208.4 to 219.9)	SI6-209.40a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.02	T		101.3	-59.4	0.8	10	100
This study	Simpson Island	SI6-209.50	SI6(208.4 to 219.9)	SI6-209.50a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.02	T		103.1	-55	1	10	100
This study	Simpson Island	SI6-209.80	SI6(208.4 to 219.9)	SI6-209.80a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.025	T		193.6	-48.6	1.3	9	100
This study	Simpson Island	SI6-247.4	SI6(245.4 to 252.7)	SI6-247.4a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.005	T		350.5	-72	0.3	14	100
